GeneID	Control_1	Control_2	Erb1KO_1	Erb1KO_2
AQP11	283	229	255	176
AQP12A	0	0	0	0
AQP12B	0	0	0	0
AQP2	0	0	0	0
AQP3	863	719	461	378
AQP4	0	0	0	0
AQP5	0	1	0	0
AQP6	4	0	2	2
AQP7	0	1	1	0
AQP7P1	0	0	0	0
AQP7P3	0	0	0	0
AQP8	0	0	0	0
AQP9	9	5	8	5
AQPEP	10	2	8	11
AQR	1995	1831	2451	1416
AR	3878	3040	4013	2235
ARAF	4481	3826	3897	2862
ARAP1	4535	3866	3859	2461
ARAP2	636	517	1076	664
ARAP3	20	18	33	19
ARC	33	42	30	29
ARCN1	43688	36053	54374	36191
AREG	0	0	0	0
ARF1	18754	17038	17382	14438
ARF3	19357	18362	19782	12830
ARF4	12252	11249	20517	21665
ARF5	4752	4593	3886	3216
ARF6	3710	3497	4280	3536
ARFGAP1	9250	8045	7851	6581
ARFGAP2	8890	8073	7812	5796
ARFGAP3	3098	2539	2970	2278
ARFGEF1	5474	4493	7191	4245
ARFGEF2	7777	6597	9651	6420
ARFIP1	1833	1517	2486	1982
ARFIP2	5576	5351	5459	4118
ARFRP1	2771	2405	2324	2027
ARG1	0	0	0	0
ARG2	672	575	784	606
ARGFX	0	1	0	0
ARGFXP2	0	0	0	0
ARGLU1	795	793	1134	717
ARHGAP1	6319	5802	7844	5137
ARHGAP10	1260	1103	1424	900
ARHGAP11A	1110	814	2090	1224
ARHGAP11B	27	38	101	50
ARHGAP12	4205	3554	5085	3466
ARHGAP15	0	0	0	0
ARHGAP17	1972	1865	2437	1604
ARHGAP18	1429	1209	1444	1025
ARHGAP19	474	453	781	530
ARHGAP19-SLIT1	2	3	1	2
ARHGAP20	0	1	0	0
ARHGAP21	2011	1776	2690	1526
ARHGAP22	15	16	12	6
ARHGAP23	10	17	6	11
ARHGAP24	21	20	35	26
ARHGAP25	0	0	1	0
ARHGAP26	158	161	238	180
ARHGAP27	643	591	710	442
ARHGAP28	1	0	0	0
ARHGAP29	631	630	1119	751
ARHGAP30	13	32	29	13
ARHGAP31	724	600	838	479
ARHGAP32	4058	3853	4921	2806
ARHGAP33	243	153	314	193
ARHGAP35	12328	10704	12982	8202
ARHGAP36	1	0	1	0
ARHGAP39	2456	1865	1459	1222
ARHGAP4	189	139	121	118
ARHGAP40	3	1	3	1
ARHGAP42	99	60	123	85
ARHGAP44	1187	937	1007	763
ARHGAP5	2832	2295	4165	2934
ARHGAP6	2	0	0	0
ARHGAP8	14	17	14	10
ARHGAP9	6	1	6	2
ARHGDIA	8668	7658	7732	6084
ARHGDIB	7	2	5	0
ARHGDIG	90	94	61	70
ARHGEF1	2641	2416	2990	2055
ARHGEF10	1201	1102	1225	808
ARHGEF10L	1544	1367	1314	948
ARHGEF11	3599	3192	4125	2791
ARHGEF12	10641	9362	12914	7787
ARHGEF15	0	1	0	0
ARHGEF16	1339	1192	937	782
ARHGEF17	1958	1680	1625	969
ARHGEF18	972	832	800	579
ARHGEF19	1152	1088	640	450
ARHGEF2	7408	5854	7623	6621
ARHGEF25	458	421	365	179
ARHGEF26	1581	1397	1610	1044
ARHGEF26-AS1	31	46	42	31
ARHGEF3	533	485	549	362
ARHGEF33	3	1	0	2
ARHGEF35	177	148	175	144
ARHGEF37	2622	2415	2361	1394
ARHGEF38	1370	1216	1909	1289
ARHGEF4	88	86	100	50
ARHGEF40	959	899	846	567
ARHGEF5	561	516	555	495
ARHGEF6	835	855	1136	638
ARHGEF7	1606	1385	1782	1175
ARHGEF9	1229	1082	1171	734
ARID1A	7059	6346	7914	5034
ARID1B	2489	2126	2595	1677
ARID2	3361	2665	4072	2415
ARID3A	469	372	358	262
ARID3B	60	66	92	54
ARID3C	3	5	1	3
ARID4A	1948	1625	2441	1315
ARID4B	1513	1344	1968	1143
ARID5A	131	109	130	102
ARID5B	1469	1342	1684	1102
ARIH1	3838	3096	4420	3084
ARIH2	4350	3809	4670	3031
ARL1	6490	5937	7777	6301
ARL10	1	3	2	1
ARL11	0	0	0	0
ARL13A	0	0	0	0
ARL13B	399	329	563	374
ARL14	0	1	0	0
ARL15	448	400	668	486
ARL16	382	308	282	194
ARL17A	9	6	11	4
ARL17B	0	0	0	0
ARL2	1072	885	741	556
ARL2-SNX15	0	0	0	0
ARL2BP	1862	1650	2312	1922
ARL3	995	909	1047	645
ARL4A	561	553	508	537
ARL4C	208	186	212	163
ARL4D	66	81	57	49
ARL5A	929	763	1116	1153
ARL5B	1162	835	1836	1384
ARL5C	1	0	0	0
ARL6	44	45	48	40
ARL6IP1	6497	5355	9089	7142
ARL6IP4	7002	6464	4925	4149
ARL6IP5	3881	3725	4725	3859
ARL6IP6	523	366	583	516
ARL8A	3586	3223	3641	2777
ARL8B	5708	4950	8540	6680
ARL9	6	10	21	6
ARMC1	1694	1501	2024	1810
ARMC10	961	724	903	652
ARMC2	52	48	50	31
ARMC3	4	5	5	4
ARMC4	7	7	23	14
ARMC5	595	476	483	377
ARMC6	3090	2777	2200	1661
ARMC7	462	438	425	266
ARMC8	1873	1608	2204	1386
ARMC9	537	546	685	427
ARMCX1	758	690	1115	810
ARMCX2	1207	1086	1513	1011
ARMCX3	5894	5040	8114	6194
ARMCX4	4	3	19	7
ARMCX5	629	568	801	581
ARMCX5-GPRASP2	53	62	79	61
ARMCX6	700	561	550	408
ARMS2	0	0	0	0
ARNT	4495	4046	4626	2801
ARNT2	7710	7020	6711	4205
ARNTL	691	672	897	619
ARNTL2	365	273	409	285
ARPC1A	3820	3381	3618	2611
ARPC1B	5595	5057	3598	2963
ARPC2	8695	8083	8137	5602
ARPC3	5087	4780	4758	3472
ARPC4	4781	4542	4133	3475
ARPC4-TTLL3	0	0	0	0
ARPC5	5136	4673	5967	4631
ARPC5L	2129	1830	2033	1545
ARPM1	56	47	67	58
ARPP19	14555	12211	19422	14854
ARPP21	0	0	1	0
ARR3	0	0	0	0
ARRB1	2975	2753	2804	1877
ARRB2	1617	1467	1635	1174
ARRDC1	2529	2464	1918	1468
ARRDC2	1122	1020	1058	773
ARRDC3	302	280	1883	1011
ARRDC4	252	198	260	198
ARRDC5	0	0	0	0
ARSA	1745	1538	1073	867
ARSB	428	402	688	397
ARSD	3462	3289	3384	2402
ARSE	1	1	1	4
ARSF	0	0	0	0
ARSG	1170	971	1505	898
ARSH	9	5	13	10
ARSI	2	4	2	0
ARSJ	93	100	150	85
ARSK	155	92	178	131
ART1	0	0	0	0
ART3	0	1	0	0
ART4	0	0	0	0
ART5	5	4	1	5
ARTN	36	46	20	26
ARV1	701	702	991	758
ARVCF	663	531	351	324
ARX	98	84	82	59
AS3MT	0	0	0	0
ASAH1	8533	7664	10517	7239
ASAH2	0	0	0	0
ASAH2B	5	4	7	1
ASAP1	3535	3097	5119	3038
ASAP1-IT1	0	2	1	0
ASAP2	3555	3148	4819	3071
ASAP3	4352	4169	4082	2775
ASB1	1343	1222	1128	731
ASB10	0	0	0	0
ASB11	1	0	2	2
ASB12	0	0	0	0
ASB13	2117	1877	2383	1661
ASB14	0	0	1	0
ASB15	0	0	0	0
ASB16	1	2	0	0
ASB17	0	0	0	0
ASB18	1	0	0	0
ASB2	0	1	0	0
ASB3	35	26	61	38
ASB4	0	0	0	0
ASB5	0	0	0	0
ASB6	1026	868	933	715
ASB7	953	797	1000	702
ASB8	1941	1775	1972	1474
ASB9	1120	1236	1217	781
ASB9P1	26	27	17	15
ASCC1	1903	1493	1738	1148
ASCC2	3913	3658	4076	3005
ASCC3	4120	3556	5992	3585
ASCL1	0	0	0	0
ASCL2	395	296	258	278
ASCL3	0	0	0	0
ASCL4	0	0	0	0
ASF1A	1412	1407	2069	1497
ASF1B	1470	1209	2242	1380
ASGR1	3	4	3	2
ASGR2	0	0	0	0
ASH1L	6440	5650	8340	4470
ASH2L	3030	2611	3246	2287
ASIP	0	0	0	0
ASL	2377	2148	2196	1591
ASMT	0	0	0	0
ASMTL	0	0	0	0
ASMTL-AS1	0	0	0	0
ASNA1	6702	6362	5689	4187
ASNS	15788	13333	25388	18450
ASNSD1	1771	1593	2392	1590
ASPA	0	0	0	0
ASPDH	0	0	0	0
ASPG	0	0	0	0
ASPH	6088	5422	8700	6169
ASPHD1	287	294	193	165
ASPHD2	33	32	40	35
ASPM	1230	941	3015	1629
ASPN	0	0	0	0
ASPRV1	16	5	6	6
ASPSCR1	1234	1085	946	874
ASRGL1	15	8	20	16
ASS1	26015	24435	24944	19766
ASTE1	428	338	367	235
ASTL	0	0	0	0
ASTN1	2	2	3	0
ASTN2	1237	1134	1029	654
ASXL1	2276	2011	2323	1448
ASXL2	3331	2632	4014	2184
ASXL3	0	0	0	0
ASZ1	0	0	0	0
ATAD1	2841	2421	3707	2662
ATAD2	4716	3511	8630	4623
ATAD2B	1483	1141	2296	1369
ATAD3A	737	631	602	499
ATAD3B	248	215	202	170
ATAD3C	4	1	5	0
ATAD5	139	106	350	154
ATAT1	508	527	615	387
ATCAY	0	0	0	0
ATE1	740	572	881	577
ATF1	1308	1132	1853	1297
ATF2	1730	1347	1604	1106
ATF3	2622	2164	2503	2590
ATF4	24285	21985	20674	17342
ATF5	3162	2722	2304	2264
ATF6	10548	8761	14197	9959
ATF6B	10105	9414	10142	6418
ATF7	2678	2418	3158	2182
ATF7IP	2933	2463	3861	2181
ATF7IP2	213	169	233	146
ATG10	460	415	493	371
ATG12	1891	1701	2544	1982
ATG13	8900	7633	9137	6608
ATG14	1079	851	1086	794
ATG16L1	1534	1252	1559	1187
ATG16L2	515	475	544	275
ATG2A	1904	1666	1444	963
ATG2B	3576	2905	4270	2658
ATG3	2979	2723	3957	2765
ATG4A	599	573	766	416
ATG4B	2626	2502	2480	1834
ATG4C	214	189	281	226
ATG4D	1792	1576	1297	1104
ATG5	1500	1319	1586	1279
ATG7	1436	1356	1460	986
ATG9A	2920	2609	2920	2045
ATG9B	2	5	4	6
ATHL1	789	682	695	434
ATIC	13561	12040	14804	10758
ATL1	25	22	31	29
ATL2	2663	2188	3306	2603
ATL3	2222	1807	2166	1523
ATM	1287	985	1880	1222
ATMIN	6489	5873	7915	5201
ATN1	10466	9782	11269	7215
ATOH1	0	0	0	0
ATOH7	2	2	1	2
ATOH8	1	2	1	2
ATOX1	1968	2117	2062	1493
ATP10A	0	0	0	0
ATP10B	14	6	19	8
ATP10D	387	270	557	322
ATP11A	666	560	766	434
ATP11B	3593	2771	4514	2972
ATP11C	2648	2192	3110	1979
ATP12A	2	1	2	1
ATP13A1	4986	4574	4503	3144
ATP13A2	2484	2138	1937	1569
ATP13A3	5689	4439	7084	4924
ATP13A4	8	2	3	13
ATP13A5	0	0	0	0
ATP1A1	40875	37846	40517	26835
ATP1A1OS	286	278	265	187
ATP1A2	11	11	7	3
ATP1A3	71	70	87	57
ATP1A4	2	2	5	2
ATP1B1	2544	2385	2352	1856
ATP1B2	3	12	4	6
ATP1B3	4327	4115	4286	3133
ATP1B4	0	0	0	1
ATP2A1	35	25	41	21
ATP2A2	19933	17375	17703	12647
ATP2A3	15183	14594	13604	7981
ATP2B1	5920	5273	7654	5139
ATP2B2	3	3	2	7
ATP2B3	0	2	2	0
ATP2B4	3145	2713	3428	1851
ATP2C1	5103	4357	5886	4075
ATP2C2	8431	7326	8782	6359
ATP4A	1	0	2	1
ATP4B	0	0	0	0
ATP5A1	17751	16678	15783	10459
ATP5B	69735	63562	62272	45906
ATP5C1	13094	12657	12528	8629
ATP5D	2621	2212	1359	1472
ATP5E	468	367	210	227
ATP5EP2	5111	5513	4743	3577
ATP5F1	4895	4897	5048	3417
ATP5G1	5257	5081	5155	4069
ATP5G2	24843	23066	19492	16677
ATP5G3	8662	8358	8295	6230
ATP5H	4283	4177	3948	2974
ATP5I	3794	3718	3323	2553
ATP5J	2819	2695	2559	1922
ATP5J2	2390	2411	2779	1616
ATP5J2-PTCD1	0	0	0	0
ATP5L	17313	17131	16043	11264
ATP5L2	2	1	1	1
ATP5O	6872	6318	6881	4437
ATP5S	849	717	734	667
ATP5SL	2354	2150	1813	1390
ATP6AP1	19986	19547	20246	14395
ATP6AP1L	27	18	29	33
ATP6AP2	4727	4143	4743	3758
ATP6V0A1	2451	2394	3815	2102
ATP6V0A2	1885	1508	1809	1351
ATP6V0A4	15	13	17	5
ATP6V0B	6609	6523	5335	4829
ATP6V0C	6649	5929	5400	4774
ATP6V0CP3	0	0	0	0
ATP6V0D1	9518	9298	10378	6989
ATP6V0D2	3	0	2	2
ATP6V0E1	7759	7732	7940	5613
ATP6V0E2	2771	2648	2566	1720
ATP6V1A	6326	5545	7667	5204
ATP6V1B1	84	74	105	61
ATP6V1B2	3193	2821	3740	2526
ATP6V1C1	6788	5920	8119	5633
ATP6V1C2	106	81	125	71
ATP6V1D	3353	3261	4342	2918
ATP6V1E1	5558	5242	5691	4411
ATP6V1E2	209	227	181	146
ATP6V1F	4389	4356	4295	2986
ATP6V1G1	6516	6214	7535	6259
ATP6V1G2	165	131	162	99
ATP6V1G2-DDX39B	0	0	0	0
ATP6V1G3	0	0	0	0
ATP6V1H	4270	3797	4625	3341
ATP7A	1187	976	1522	947
ATP7B	1301	1067	1219	723
ATP8A1	722	607	638	452
ATP8A2	254	254	245	90
ATP8B1	4035	3088	4884	3663
ATP8B2	6376	6065	6327	4059
ATP8B3	21	13	17	13
ATP8B4	3	6	5	2
ATP8B5P	192	150	188	104
ATP9A	21637	18114	25504	17291
ATP9B	777	654	801	550
ATPAF1	3249	2962	3981	2557
ATPAF1-AS1	1	1	0	2
ATPAF2	1120	979	1155	755
ATPBD4	621	567	640	533
ATPIF1	4533	4292	4425	3160
ATR	2090	1943	3165	1799
ATRIP	596	465	570	365
ATRN	4257	3436	3987	2433
ATRNL1	13	16	26	21
ATRX	5690	4881	7994	4710
ATXN1	1502	1155	1727	1563
ATXN10	5679	5244	5828	4450
ATXN1L	5648	4864	6597	4066
ATXN2	2345	2216	3216	2002
ATXN2L	11528	9778	13699	9839
ATXN3	769	652	952	675
ATXN3L	2	1	0	1
ATXN7	3791	3132	5316	3295
ATXN7L1	216	256	420	245
ATXN7L2	156	129	123	109
ATXN7L3	3855	3475	2938	2137
ATXN7L3B	10121	9147	10309	7520
ATXN8OS	0	0	0	0
AUH	568	504	556	372
AUP1	6142	6046	5081	3796
AURKA	1860	1620	3772	2367
AURKAIP1	2281	2063	1760	1613
AURKAPS1	165	127	317	198
AURKB	901	734	1576	946
AURKC	0	1	0	0
AUTS2	83	78	123	87
AVEN	1077	1007	932	769
AVIL	63	59	62	62
AVL9	10888	8549	11744	7222
AVP	0	0	0	0
AVPI1	774	740	599	457
AVPR1A	0	0	0	0
AVPR1B	0	0	0	0
AVPR2	0	0	0	0
AWAT1	0	0	0	0
AWAT2	0	0	0	0
AXDND1	5	2	7	7
AXIN1	3021	2676	2623	2112
AXIN2	639	580	466	293
AXL	23	34	23	29
AZGP1	294	199	119	80
AZGP1P1	48	35	21	14
AZI1	601	432	484	385
AZI2	3890	3219	4865	3776
AZIN1	11580	9618	13167	9926
AZU1	1	0	1	0
B2M	19594	19379	44911	29790
B3GALNT1	2677	2164	3751	2742
B3GALNT2	1757	1482	2038	1311
B3GALT1	0	0	0	0
B3GALT2	1	1	1	2
B3GALT4	0	1	2	0
B3GALT5	203	182	330	162
B3GALT6	901	734	545	444
B3GALTL	303	279	358	286
B3GAT1	0	0	0	0
B3GAT2	3	0	0	0
B3GAT3	1693	1547	1554	1226
B3GNT1	849	776	638	471
B3GNT2	1575	1484	1897	1352
B3GNT3	266	221	253	167
B3GNT4	27	17	18	18
B3GNT5	38	45	96	83
B3GNT6	0	0	4	3
B3GNT7	8	9	6	4
B3GNT8	33	23	13	15
B3GNT9	75	85	94	54
B3GNTL1	173	197	256	179
B4GALNT1	624	632	1073	546
B4GALNT2	483	501	412	248
B4GALNT3	117	113	145	79
B4GALNT4	969	818	780	561
B4GALT1	7619	6878	13545	8137
B4GALT2	2974	2913	2418	1895
B4GALT3	3138	2853	2741	2172
B4GALT4	2972	2530	3229	2212
B4GALT5	1634	1411	3098	1866
B4GALT6	250	213	361	250
B4GALT7	1898	1754	1454	1225
B7H6	2000	1424	3174	1551
B9D1	1844	1838	1326	1148
B9D2	52	60	34	36
BAALC	5	3	4	6
BAAT	1	1	1	0
BABAM1	1989	1923	2095	1482
BACE1	6055	5729	5583	3499
BACE1-AS	46	33	50	24
BACE2	916	985	1160	823
BACH1	1053	857	1224	942
BACH2	17	20	42	42
BAD	1218	1087	714	588
BAG1	8583	7487	6244	5442
BAG2	1061	1031	1369	1123
BAG3	4113	4054	4388	2850
BAG4	718	597	821	608
BAG5	2706	2330	3244	2343
BAG6	18169	15912	17546	11833
BAGE	0	1	0	1
BAGE2	0	0	0	0
BAGE3	0	0	0	0
BAGE4	0	0	0	0
BAGE5	0	0	0	0
BAHCC1	850	699	736	459
BAHD1	3498	3095	3092	2185
BAI1	62	82	75	42
BAI2	234	236	211	122
BAI3	5	3	4	3
BAIAP2	2166	2062	1826	1461
BAIAP2L1	2012	1852	1668	1248
BAIAP2L2	4	5	14	1
BAIAP3	371	281	345	191
BAK1	769	685	885	539
BAMBI	6740	5760	4953	4456
BANF1	2671	2729	2268	1822
BANF2	0	0	0	0
BANK1	4	0	7	6
BANP	939	755	691	595
BAP1	3892	3399	3701	2716
BARD1	346	217	485	247
BARHL1	0	0	0	0
BARHL2	0	0	0	0
BARX1	0	0	0	2
BARX2	527	487	506	439
BASP1	3704	3288	3693	2657
BASP1P1	0	1	0	0
BATF	640	675	820	628
BATF2	105	99	884	446
BATF3	2	3	3	1
BAX	3182	3113	2587	1911
BAZ1A	3489	2978	5328	2952
BAZ1B	5843	4844	7828	4786
BAZ2A	10368	9129	13730	7481
BAZ2B	1741	1507	2405	1222
BBC3	1267	1231	1091	1017
BBIP1	443	433	521	494
BBOX1	0	0	0	0
BBS1	1513	1480	1593	1069
BBS10	938	737	1102	723
BBS12	99	95	79	77
BBS2	1921	1694	1934	1221
BBS4	1331	1228	1820	1137
BBS5	458	390	545	432
BBS7	758	641	944	608
BBS9	999	818	1084	846
BBX	6496	5200	8611	5209
BCAM	25837	23920	15660	12956
BCAN	0	0	0	0
BCAP29	2004	1772	2956	2378
BCAP31	9787	9625	9547	7242
BCAR1	4265	3408	2783	2607
BCAR3	537	572	536	345
BCAR4	0	0	0	1
BCAS1	1785	1989	1871	1084
BCAS2	16310	14436	23887	19451
BCAS3	17929	17016	14580	10444
BCAS4	2287	1935	1972	1541
BCAT1	285	271	471	409
BCAT2	2268	2116	1972	1422
BCCIP	2581	2258	3036	2102
BCDIN3D	1015	958	1100	750
BCHE	3561	3571	5385	3006
BCKDHA	3469	3030	2636	2017
BCKDHB	1938	1721	1753	1226
BCKDK	5143	4623	3832	2889
BCL10	777	625	864	706
BCL11A	4	12	10	10
BCL11B	57	43	50	63
BCL2	1929	1652	2573	1684
BCL2A1	5	0	1	1
BCL2L1	5064	5023	4805	3334
BCL2L10	7	1	1	0
BCL2L11	1052	1020	1382	935
BCL2L12	424	372	437	328
BCL2L13	5318	4754	5816	4001
BCL2L14	5	7	21	9
BCL2L15	12	6	16	9
BCL2L2	4000	3430	4377	3119
BCL2L2-PABPN1	0	0	0	0
BCL3	1518	1531	1141	839
BCL6	3458	3060	4083	2767
BCL6B	1	1	3	0
BCL7A	1678	1550	1528	1156
BCL7B	2207	2009	2269	1694
BCL7C	1769	1524	1581	1405
BCL9	2070	1930	2150	1422
BCL9L	15016	13151	15539	9306
BCLAF1	5359	4611	7466	4956
BCMO1	1	0	2	0
BCO2	0	1	2	0
BCOR	3504	3093	3769	2236
BCORL1	1132	1051	1231	809
BCORP1	0	0	0	0
BCR	3896	3355	3694	2475
BCRP2	0	0	0	0
BCRP3	1	1	1	0
BCS1L	689	616	741	534
BCYRN1	0	0	0	0
BDAG1	0	2	0	0
BDH1	4272	4390	4559	3084
BDH2	146	120	160	107
BDKRB1	10	11	17	12
BDKRB2	78	94	169	140
BDNF	4	8	5	3
BDNF-AS1	19	20	27	17
BDP1	2897	2184	4351	2413
BEAN1	28	26	22	16
BECN1	2303	2200	2663	1765
BEGAIN	43	40	35	32
BEND2	0	0	0	0
BEND3	400	346	352	255
BEND4	0	0	1	0
BEND5	10	6	3	6
BEND6	232	185	384	218
BEND7	321	331	428	297
BEST1	110	98	69	70
BEST2	0	0	0	0
BEST3	1	4	1	0
BEST4	36	24	27	21
BET1	638	566	779	800
BET1L	3566	3291	3311	2664
BET3L	0	0	0	0
BEX1	46	42	19	47
BEX2	1217	1054	932	1175
BEX4	42	35	39	62
BEX5	745	627	979	782
BFAR	4504	3888	3671	2621
BFSP1	133	156	163	100
BFSP2	4	0	4	0
BGLAP	0	1	0	0
BGN	0	0	1	0
BHLHA15	92	57	34	34
BHLHA9	0	0	0	0
BHLHB9	215	208	291	164
BHLHE22	1	0	1	2
BHLHE23	0	0	0	0
BHLHE40	13466	11241	14925	11236
BHLHE41	179	132	245	219
BHMT	0	0	0	0
BHMT2	0	1	3	0
BICC1	0	0	0	0
BICD1	306	256	482	248
BICD2	1459	1295	1443	1097
BID	1532	1461	1362	1029
BIK	242	250	166	138
BIN1	6	12	9	4
BIN2	17	26	33	12
BIN3	742	728	812	555
BIRC2	1261	1056	1757	1344
BIRC3	55	42	568	312
BIRC5	1115	934	2037	1320
BIRC6	9088	7572	11761	6597
BIRC7	1	4	6	2
BIRC8	0	0	0	0
BIVM	497	470	633	539
BIVM-ERCC5	0	0	0	0
BK250D10.8	28	20	19	8
BLCAP	1894	1923	1924	1467
BLID	0	0	0	0
BLK	2	7	2	4
BLM	267	230	766	351
BLMH	863	801	956	669
BLNK	301	358	482	337
BLOC1S1	778	773	567	511
BLOC1S1-RDH5	0	0	0	0
BLOC1S2	1574	1560	2210	1606
BLOC1S3	950	804	970	716
BLVRA	7141	6629	6159	4785
BLVRB	8976	8228	8288	6103
BLZF1	1743	1663	2947	1979
BMF	1034	984	517	325
BMI1	62	41	30	18
BMP1	756	783	871	463
BMP10	0	0	0	0
BMP15	0	0	0	0
BMP2	2	5	2	5
BMP2K	553	461	647	371
BMP3	0	0	0	0
BMP4	2074	2023	1937	1338
BMP5	0	0	1	0
BMP6	5	6	10	8
BMP7	2590	2727	2362	1540
BMP8A	17	30	30	13
BMP8B	120	104	135	96
BMPER	0	2	1	2
BMPR1A	496	425	555	438
BMPR1B	1409	1428	2013	1357
BMPR2	3652	3296	4655	3118
BMS1	3226	2928	3807	2386
BMS1P1	0	0	0	0
BMS1P4	107	75	118	77
BMS1P5	0	0	0	0
BMX	0	0	0	0
BNC1	25	19	30	17
BNC2	1	1	1	0
BNIP1	965	846	1042	716
BNIP2	1150	1117	1699	1305
BNIP3	4484	2781	1639	2884
BNIP3L	6989	5046	4398	4980
BNIPL	84	108	109	47
BOC	195	169	199	127
BOD1	4358	3612	5079	3984
BOD1L	1672	1458	2003	1182
BOD1P	3	4	4	5
BOK	2944	2665	1991	1627
BOK-AS1	3	2	3	1
BOLA1	1053	886	774	698
BOLA2	0	0	0	0
BOLA2B	0	0	0	0
BOLA3	881	761	871	609
BOLL	4	7	5	2
BOP1	259	189	152	121
BORA	409	363	631	444
BPESC1	1	0	0	0
BPGM	257	244	278	206
BPHL	1035	988	942	741
BPI	2	2	0	0
BPIFA1	0	0	0	0
BPIFA2	3	0	0	0
BPIFA3	0	0	0	0
BPIFA4P	7	12	18	3
BPIFB1	13	11	9	9
BPIFB2	42	42	28	16
BPIFB3	0	0	0	0
BPIFB4	0	0	0	1
BPIFB6	0	0	0	0
BPIFC	0	0	0	0
BPNT1	1888	1728	2233	1393
BPTF	14092	12051	19163	10407
BPY2	0	0	0	0
BPY2B	0	0	0	0
BPY2C	0	0	0	0
BRAF	878	762	921	597
BRAP	1764	1621	2187	1536
BRAT1	3453	2680	2266	1856
BRCA1	713	529	1606	768
BRCA2	421	344	1145	620
BRCC3	1066	1089	1414	865
BRD1	1478	1367	1497	1144
BRD2	21691	19652	25133	16366
BRD3	1859	1663	1888	1317
BRD4	4415	3703	4258	3413
BRD7	1519	1393	1678	1145
BRD7P3	8	5	8	7
BRD8	2876	2576	3665	2282
BRD9	1015	970	1081	824
BRDT	18	16	8	6
BRE	2733	2573	2874	2186
BREA2	6	7	8	9
BRF1	2692	2365	2139	1592
BRF2	955	866	1057	883
BRI3	1699	1424	1357	1396
BRI3BP	1211	966	1170	680
BRIP1	5030	3871	10308	5883
BRIX1	1206	1126	1568	1065
BRK1	12298	11598	11501	8390
BRMS1	2128	1909	1450	1213
BRMS1L	588	415	628	444
BROX	1273	1027	1385	849
BRP44	4698	3928	3996	2921
BRP44L	883	867	1015	883
BRPF1	1921	1610	1942	1426
BRPF3	6008	5204	6666	4431
BRS3	0	0	0	0
BRSK1	255	246	180	151
BRSK2	117	102	91	50
BRWD1	7926	6728	9726	7506
BRWD3	819	636	944	518
BSCL2	5	3	3	2
BSDC1	5627	5280	6672	4537
BSG	27503	26074	22018	16944
BSN	219	198	270	203
BSN-AS2	17	17	32	18
BSND	1	4	3	0
BSPH1	0	0	0	0
BSPRY	1373	1166	1246	964
BST1	2	4	3	1
BST2	3268	3240	9413	5589
BSX	0	0	0	0
BTAF1	1752	1459	2530	1450
BTBD1	2426	2174	3347	2313
BTBD10	1397	1173	1559	1087
BTBD11	288	312	323	197
BTBD16	0	0	0	0
BTBD17	0	0	0	0
BTBD18	0	0	0	0
BTBD19	1	2	1	1
BTBD2	2644	2027	1998	1600
BTBD3	917	788	1072	791
BTBD6	1922	1777	1919	1524
BTBD7	2753	2334	2917	1905
BTBD8	35	30	35	13
BTBD9	1272	1088	1316	867
BTC	23	15	64	48
BTD	1156	1145	1261	860
BTF3	28508	24799	24962	19673
BTF3L4	1271	1158	1871	1600
BTF3P11	0	1	0	0
BTG1	1785	1647	1926	1827
BTG2	5319	5284	5036	3327
BTG3	9	5	9	3
BTG4	0	0	0	0
BTK	2	3	0	1
BTLA	1	0	1	1
BTN1A1	3	2	5	3
BTN2A1	1037	1009	1398	806
BTN2A2	576	531	741	417
BTN2A3	48	46	71	28
BTN3A1	434	390	1096	719
BTN3A2	258	177	608	384
BTN3A3	299	249	535	311
BTNL2	0	0	0	0
BTNL3	0	0	0	0
BTNL8	0	0	0	0
BTNL9	36	30	56	30
BTRC	1895	1731	2438	1481
BUB1	640	512	1275	634
BUB1B	795	672	1359	745
BUB3	7244	6626	9870	7379
BUD13	929	859	840	584
BUD31	3638	3509	3517	2773
BVES	12	21	19	15
BYSL	1392	1304	1199	938
BZRAP1	1	0	1	1
BZW1	6849	5782	6817	4680
BZW2	8691	7895	8738	5949
C10orf10	9	7	11	6
C10orf103	1	2	1	1
C10orf105	0	0	0	0
C10orf107	0	3	0	0
C10orf108	0	0	0	0
C10orf11	143	139	179	139
C10orf111	6	4	2	4
C10orf113	1	2	0	0
C10orf114	568	532	540	413
C10orf116	1081	925	660	629
C10orf118	1828	1557	2585	1616
C10orf12	901	801	1046	594
C10orf120	0	0	0	0
C10orf122	0	0	0	0
C10orf125	0	0	0	0
C10orf128	0	0	0	0
C10orf129	0	0	0	0
C10orf131	1	1	3	2
C10orf136	0	0	0	0
C10orf137	1061	919	1297	766
C10orf140	660	636	977	539
C10orf18	9757	8637	13907	8108
C10orf2	1254	1153	1381	947
C10orf25	0	0	0	3
C10orf26	2928	2586	2508	1775
C10orf27	1	4	1	0
C10orf28	1086	925	1266	850
C10orf32	485	368	572	578
C10orf32-AS3MT	0	0	0	0
C10orf35	531	557	577	483
C10orf40	0	0	0	0
C10orf44	0	0	0	1
C10orf46	2800	2356	3538	2745
C10orf47	856	818	879	715
C10orf53	0	0	0	0
C10orf54	0	0	0	0
C10orf55	1	2	6	3
C10orf57	3091	2669	3297	2312
C10orf58	3643	3480	4159	2886
